Ngày,Diện tích,Dài,Rộng,Giá/m2
28-07-2020,60 m²,12 m,5 m,"58,33 triệu/m²"
28-07-2020,45 m²,12 m,4 m,"82,22 triệu/m²"
28-07-2020,60 m²,12 m,5 m,"241,67 triệu/m²"
28-07-2020,42 m²,8 m,5 m,"92,86 triệu/m²"
28-07-2020,50 m²,11 m,4.5 m,86 triệu/m²
28-07-2020,32 m²,8 m,4 m,"96,88 triệu/m²"
28-07-2020,43 m²,7 m,4 m,"76,74 triệu/m²"
28-07-2020,40 m²,6.66 m,6 m,"68,75 triệu/m²"
28-07-2020,125 m²,13 m,10 m,"50,4 triệu/m²"
28-07-2020,30 m²,75 m,4 m,45 triệu/m²
28-07-2020,35 m²,10 m,3.5 m,54 triệu/m²
28-07-2020,30 m²,8 m,3.6 m,100 triệu/m²
28-07-2020,83 m²,16 m,5 m,81.927 đ/m²
28-07-2020,35 m²,10 m,3.5 m,"94,29 triệu/m²"
28-07-2020,31 m²,7.75 m,4 m,"116,13 triệu/m²"
27-07-2020,26 m²,5 m,5 m,"80,77 triệu/m²"
27-07-2020,130 m²,20 m,8 m,"7,69 triệu/m²"
27-07-2020,30 m²,8 m,4 m,"83,33 triệu/m²"
27-07-2020,53 m²,14.7 m,3.62 m,"84,64 triệu/m²"
27-07-2020,57 m²,8 m,7 m,"124,56 triệu/m²"
27-07-2020,55 m²,14 m,4 m,"72,73 triệu/m²"
27-07-2020,45 m²,9 m,5 m,"75,56 triệu/m²"
27-07-2020,16 m²,6 m,3 m,"87,5 triệu/m²"
27-07-2020,60 m²,60 m,6 m,"6,33 triệu/m²"
27-07-2020,100 m²,20 m,5 m,55 triệu/m²
27-07-2020,26400 m²,8800 m,3000 m,62.500 đ/m²
27-07-2020,56 m²,12.5 m,4.5 m,"332,14 triệu/m²"
27-07-2020,144 m²,18 m,8.1 m,"177,08 triệu/m²"
27-07-2020,160 m²,18 m,8.1 m,"159,38 triệu/m²"
27-07-2020,80 m²,9.6 m,8.5 m,"88,75 triệu/m²"
27-07-2020,76 m²,9 m,4 m,"33,55 triệu/m²"
27-07-2020,56 m²,12.5 m,4.4 m,"332,14 triệu/m²"
27-07-2020,33 m²,5.5 m,6 m,"84,85 triệu/m²"
27-07-2020,41 m²,10 m,4.15 m,"173,17 triệu/m²"
27-07-2020,22 m²,5 m,5 m,"54,55 triệu/m²"
27-07-2020,61 m²,12.1 m,5 m,"81,64 triệu/m²"
27-07-2020,19 m²,5 m,4 m,"76,32 triệu/m²"
27-07-2020,30 m²,3 m,7 m,124 triệu/m²
27-07-2020,40 m²,10 m,4 m,"207,5 triệu/m²"
27-07-2020,30 m²,8.8 m,3.4 m,"96,67 triệu/m²"
27-07-2020,45 m²,11 m,4 m,"95,56 triệu/m²"
27-07-2020,32 m²,6.5 m,5 m,"164,06 triệu/m²"
27-07-2020,53 m²,8 m,7 m,"28,3 triệu/m²"
27-07-2020,30 m²,4 m,8 m,"53,33 triệu/m²"
27-07-2020,46 m²,12 m,4 m,"141,3 triệu/m²"
27-07-2020,30 m²,9 m,3.4 m,25 triệu/m²
27-07-2020,60 m²,12 m,4.2 m,"181,67 triệu/m²"
27-07-2020,50 m²,10 m,5 m,114 triệu/m²
27-07-2020,43 m²,12 m,3.8 m,"62,79 triệu/m²"
27-07-2020,50 m²,10 m,5 m,114 triệu/m²
27-07-2020,28 m²,9 m,2.8 m,"48,21 triệu/m²"
27-07-2020,58 m²,16 m,4 m,"153,45 triệu/m²"
27-07-2020,36 m²,10 m,3.5 m,"109,72 triệu/m²"
27-07-2020,40 m²,9.3 m,4.3 m,"87,5 triệu/m²"
27-07-2020,75 m²,15 m,5 m,"165,33 triệu/m²"
27-07-2020,35 m²,8 m,4 m,"67,14 triệu/m²"
27-07-2020,40 m²,10 m,4 m,60 triệu/m²
27-07-2020,40 m²,9 m,4.5 m,745 triệu/m²
27-07-2020,30 m²,6 m,5 m,"43,33 triệu/m²"
27-07-2020,41 m²,10 m,4 m,"64,63 triệu/m²"
27-07-2020,31 m²,8 m,4 m,"41,29 triệu/m²"
27-07-2020,27 m²,7 m,4 m,"96,3 triệu/m²"
27-07-2020,30 m²,7 m,4 m,135 triệu/m²
27-07-2020,35 m²,11 m,3.1 m,"68,57 triệu/m²"
27-07-2020,33 m²,9.7 m,3.8 m,"69,09 triệu/m²"
27-07-2020,59 m²,18 m,3.2 m,"84,75 triệu/m²"
27-07-2020,38 m²,6 m,6.3 m,"89,47 triệu/m²"
27-07-2020,80 m²,13 m,6 m,"98,75 triệu/m²"
27-07-2020,45 m²,9 m,5 m,"75,56 triệu/m²"
27-07-2020,45 m²,11 m,4 m,"184,44 triệu/m²"
27-07-2020,25 m²,6 m,3.5 m,62 triệu/m²
27-07-2020,33 m²,9.6 m,3.8 m,"69,09 triệu/m²"
27-07-2020,12 m²,5 m,2 m,"108,33 triệu/m²"
27-07-2020,25 m²,6.9 m,3.6 m,172 triệu/m²
27-07-2020,35 m²,7 m,5.2 m,"94,29 triệu/m²"
27-07-2020,70 m²,9 m,8 m,"164,29 triệu/m²"
27-07-2020,50 m²,10 m,5 m,116 triệu/m²
27-07-2020,72 m²,14 m,5 m,"208,33 triệu/m²"
27-07-2020,45 m²,11 m,4 m,"66,67 triệu/m²"
27-07-2020,39 m²,9 m,4 m,"74,36 triệu/m²"
27-07-2020,22 m²,4.4 m,5 m,"95,45 triệu/m²"
27-07-2020,36 m²,6.9 m,4.9 m,"46,67 triệu/m²"
27-07-2020,35 m²,10 m,3.5 m,"46,57 triệu/m²"
27-07-2020,84 m²,16 m,5.3 m,"59,52 triệu/m²"
27-07-2020,45 m²,11 m,4 m,"95,56 triệu/m²"
27-07-2020,32 m²,7 m,5 m,"86,25 triệu/m²"
27-07-2020,28 m²,8 m,3 m,"82,14 triệu/m²"
27-07-2020,30 m²,7.3 m,4.03 m,"61,67 triệu/m²"
27-07-2020,31 m²,9 m,3.3 m,"54,84 triệu/m²"
27-07-2020,38 m²,10 m,3.7 m,"99,74 triệu/m²"
27-07-2020,31 m²,75 m,4 m,"38,39 triệu/m²"
27-07-2020,34 m²,7 m,5 m,"120,59 triệu/m²"
27-07-2020,30 m²,18 m,3.2 m,"76,67 triệu/m²"
27-07-2020,50 m²,8.5 m,6 m,100 triệu/m²
27-07-2020,52 m²,13 m,4 m,"119,23 triệu/m²"
27-07-2020,35 m²,9 m,3.89 m,"57,14 triệu/m²"
27-07-2020,56 m²,14 m,4 m,"47,32 triệu/m²"
27-07-2020,54 m²,14 m,4 m,"49,63 triệu/m²"
27-07-2020,40 m²,9.5 m,4.2 m,"116,25 triệu/m²"
27-07-2020,45 m²,12 m,4 m,"104,44 triệu/m²"
27-07-2020,40 m²,8 m,5 m,"73,75 triệu/m²"
27-07-2020,45 m²,12 m,3.8 m,"85,56 triệu/m²"
27-07-2020,36 m²,9 m,4.1 m,"48,61 triệu/m²"
27-07-2020,45 m²,7 m,7 m,"333,33 triệu/m²"
27-07-2020,36 m²,10 m,3.6 m,55 triệu/m²
27-07-2020,42 m²,11 m,4 m,"123,81 triệu/m²"
27-07-2020,35 m²,6.6 m,4.5 m,110 triệu/m²
27-07-2020,32 m²,10 m,3.2 m,"49,38 triệu/m²"
27-07-2020,52 m²,12.5 m,4.2 m,"138,46 triệu/m²"
27-07-2020,35 m²,7 m,4.5 m,"94,29 triệu/m²"
27-07-2020,30 m²,6 m,5 m,"83,33 triệu/m²"
27-07-2020,35 m²,13 m,3.2 m,"91,43 triệu/m²"
27-07-2020,36 m²,9 m,4 m,"79,17 triệu/m²"
27-07-2020,35 m²,10 m,3.6 m,"68,57 triệu/m²"
27-07-2020,48 m²,11.7 m,4.2 m,"141,67 triệu/m²"
27-07-2020,55 m²,10 m,5.2 m,"45,45 triệu/m²"
27-07-2020,34 m²,8 m,6 m,"61,76 triệu/m²"
27-07-2020,30 m²,10 m,3 m,"121,67 triệu/m²"
27-07-2020,41 m²,10 m,4.5 m,"382,93 triệu/m²"
27-07-2020,43 m²,11.7 m,3.66 m,"193,02 triệu/m²"
27-07-2020,46 m²,12 m,4.2 m,"97,83 triệu/m²"
27-07-2020,45 m²,10 m,4.5 m,"144,44 triệu/m²"
27-07-2020,58 m²,13 m,4.2 m,"96,55 triệu/m²"
27-07-2020,36 m²,4 m,10 m,"63,89 triệu/m²"
27-07-2020,31 m²,6 m,5 m,"43,87 triệu/m²"
27-07-2020,31 m²,12 m,3 m,"77,42 triệu/m²"
27-07-2020,41 m²,10.8 m,3.79 m,"87,8 triệu/m²"
27-07-2020,45 m²,11.9 m,3.8 m,"106,67 triệu/m²"
27-07-2020,41 m²,11 m,4 m,"173,17 triệu/m²"
27-07-2020,26 m²,8 m,3.3 m,"105,77 triệu/m²"
27-07-2020,38 m²,10 m,4 m,"84,21 triệu/m²"
27-07-2020,33 m²,10.3 m,3.26 m,"53,03 triệu/m²"
27-07-2020,50 m²,14.2 m,3.5 m,310 triệu/m²
27-07-2020,31 m²,10 m,3.3 m,"93,55 triệu/m²"
27-07-2020,35 m²,8 m,4 m,"94,29 triệu/m²"
27-07-2020,35 m²,16 m,4 m,"114,29 triệu/m²"
27-07-2020,64 m²,11 m,6.2 m,"91,41 triệu/m²"
27-07-2020,31 m²,8 m,3.5 m,"106,45 triệu/m²"
27-07-2020,31 m²,9 m,3.5 m,"91,94 triệu/m²"
27-07-2020,42 m²,12 m,3.5 m,"164,29 triệu/m²"
27-07-2020,40 m²,10 m,4 m,"82,5 triệu/m²"
27-07-2020,45 m²,11 m,4 m,"95,56 triệu/m²"
27-07-2020,32 m²,10 m,3.2 m,75 triệu/m²
27-07-2020,55 m²,14 m,4 m,"163,64 triệu/m²"
27-07-2020,40 m²,8 m,5 m,"237,5 triệu/m²"
27-07-2020,48 m²,13 m,3.7 m,"110,42 triệu/m²"
27-07-2020,35 m²,8 m,4 m,"82,86 triệu/m²"
27-07-2020,65 m²,10 m,5 m,100 triệu/m²
27-07-2020,40 m²,8 m,5 m,"87,5 triệu/m²"
27-07-2020,33 m²,8 m,4.5 m,"53,03 triệu/m²"
27-07-2020,45 m²,1125 m,4 m,"135,56 triệu/m²"
27-07-2020,34 m²,9.6 m,3.8 m,"67,65 triệu/m²"
27-07-2020,45 m²,13 m,3.5 m,"116,67 triệu/m²"
27-07-2020,34 m²,9.6 m,3.8 m,"67,65 triệu/m²"
27-07-2020,25 m²,8 m,3.5 m,66 triệu/m²
27-07-2020,47 m²,14 m,3.8 m,"372,34 triệu/m²"
27-07-2020,40 m²,10.5 m,3.8 m,"60,75 triệu/m²"
27-07-2020,45 m²,10.12 m,4 m,"144,44 triệu/m²"
27-07-2020,91 m²,18 m,5 m,"230,77 triệu/m²"
27-07-2020,40 m²,11 m,3.7 m,"102,5 triệu/m²"
27-07-2020,50 m²,8.3 m,5 m,100 triệu/m²
27-07-2020,34 m²,6.2 m,5.4 m,"57,35 triệu/m²"
27-07-2020,28 m²,8.1 m,3.3 m,"82,14 triệu/m²"
27-07-2020,35 m²,9.7 m,3.6 m,"102,86 triệu/m²"
27-07-2020,40 m²,13 m,3 m,"77,5 triệu/m²"
27-07-2020,45 m²,13 m,3.7 m,"102,22 triệu/m²"
27-07-2020,45 m²,11 m,4 m,"96,67 triệu/m²"
27-07-2020,35 m²,10 m,3.5 m,"108,57 triệu/m²"
27-07-2020,32 m²,6 m,5 m,"68,13 triệu/m²"
27-07-2020,50 m²,13 m,4 m,92 triệu/m²
27-07-2020,98 m²,17.8 m,5.5 m,"47,96 triệu/m²"
27-07-2020,40 m²,12 m,3 m,"107,5 triệu/m²"
27-07-2020,30 m²,4.5 m,7 m,"88,33 triệu/m²"
27-07-2020,38 m²,6.4 m,5 m,"83,68 triệu/m²"
27-07-2020,45 m²,13 m,3.5 m,"95,33 triệu/m²"
27-07-2020,41 m²,10 m,4 m,"80,49 triệu/m²"
27-07-2020,74 m²,17 m,4.5 m,"45,95 triệu/m²"
27-07-2020,54 m²,13 m,4.3 m,"98,15 triệu/m²"
27-07-2020,31 m²,6 m,5 m,"58,06 triệu/m²"
27-07-2020,30 m²,3 m,2 m,"83,33 triệu/m²"
27-07-2020,60 m²,13 m,42 m,"70,83 triệu/m²"
27-07-2020,45 m²,10 m,4 m,"175,56 triệu/m²"
27-07-2020,48 m²,12 m,4 m,"81,25 triệu/m²"
27-07-2020,37 m²,9 m,4 m,"97,3 triệu/m²"
27-07-2020,45 m²,10 m,4.5 m,80 triệu/m²
27-07-2020,52 m²,13 m,4 m,"89,42 triệu/m²"
27-07-2020,90 m²,15 m,6 m,"206,67 triệu/m²"
27-07-2020,38 m²,10 m,4 m,"42,11 triệu/m²"
27-07-2020,32 m²,10 m,3.2 m,75 triệu/m²
27-07-2020,25 m²,12 m,4 m,"79,6 triệu/m²"
27-07-2020,68 m²,10 m,8 m,"247,06 triệu/m²"
27-07-2020,41 m²,10 m,4.2 m,"163,41 triệu/m²"
27-07-2020,42 m²,9 m,4.5 m,"90,48 triệu/m²"
27-07-2020,72 m²,19 m,4 m,100 triệu/m²
27-07-2020,20 m²,6 m,4 m,"77,5 triệu/m²"
27-07-2020,40 m²,10 m,4.2 m,80 triệu/m²
27-07-2020,43 m²,11 m,4 m,100 triệu/m²
27-07-2020,31 m²,10 m,3 m,"59,68 triệu/m²"
27-07-2020,31 m²,6 m,5.2 m,"86,45 triệu/m²"
27-07-2020,30 m²,8 m,4.2 m,100 triệu/m²
27-07-2020,50 m²,3.5 m,9 m,70 triệu/m²
27-07-2020,58 m²,50 m,5 m,"51,72 triệu/m²"
27-07-2020,60 m²,11 m,4.5 m,"141,67 triệu/m²"
27-07-2020,325 m²,16.5 m,20 m,5 triệu/m²
27-07-2020,32 m²,8 m,4 m,"106,25 triệu/m²"
27-07-2020,45 m²,10 m,4.5 m,"88,89 triệu/m²"
27-07-2020,41 m²,12.5 m,3.8 m,"95,12 triệu/m²"
27-07-2020,171 m²,25 m,9 m,"64,98 triệu/m²"
27-07-2020,45 m²,13 m,3.4 m,"91,11 triệu/m²"
27-07-2020,40 m²,10 m,4 m,140 triệu/m²
27-07-2020,35 m²,9.8 m,3.7 m,"67,14 triệu/m²"
27-07-2020,37 m²,10 m,3.7 m,"202,7 triệu/m²"
27-07-2020,35 m²,9.7 m,3.8 m,"72,86 triệu/m²"
27-07-2020,56 m²,16 m,3.5 m,"103,57 triệu/m²"
27-07-2020,35 m²,10 m,3.5 m,100 triệu/m²
27-07-2020,40 m²,10 m,4 m,"123,75 triệu/m²"
27-07-2020,84 m²,14 m,6 m,"70,24 triệu/m²"
27-07-2020,33 m²,10 m,3.3 m,"96,97 triệu/m²"
27-07-2020,39 m²,9.5 m,4 m,"76,92 triệu/m²"
27-07-2020,45 m²,11 m,4 m,"96,67 triệu/m²"
27-07-2020,30 m²,8.5 m,4 m,"131,67 triệu/m²"
27-07-2020,1500 m²,52 m,29 m,"4,67 triệu/m²"
27-07-2020,30 m²,7.5 m,4 m,"273,33 triệu/m²"
27-07-2020,75 m²,9 m,8 m,200 triệu/m²
27-07-2020,30 m²,10 m,3 m,"96,67 triệu/m²"
27-07-2020,36 m²,10 m,3.6 m,"52,78 triệu/m²"
27-07-2020,38 m²,8 m,5 m,"63,16 triệu/m²"
27-07-2020,45 m²,11 m,4 m,"96,67 triệu/m²"
27-07-2020,60 m²,15 m,4.5 m,"143,33 triệu/m²"
27-07-2020,42 m²,12 m,3.5 m,"133,33 triệu/m²"
27-07-2020,93 m²,19 m,5.2 m,"127,96 triệu/m²"
27-07-2020,45 m²,12 m,3.8 m,"104,44 triệu/m²"
27-07-2020,33 m²,9 m,4 m,"113,64 triệu/m²"
27-07-2020,32 m²,5 m,7 m,250 triệu/m²
27-07-2020,100 m²,12 m,8.9 m,162 triệu/m²
27-07-2020,11 m²,3 m,3.5 m,"140,91 triệu/m²"
27-07-2020,60 m²,12 m,4.5 m,"136,67 triệu/m²"
27-07-2020,40 m²,10 m,4 m,80 triệu/m²
27-07-2020,52 m²,10 m,5 m,"67,31 triệu/m²"
27-07-2020,45 m²,11 m,4 m,"144,44 triệu/m²"
27-07-2020,40 m²,8 m,5 m,"172,2 triệu/m²"
27-07-2020,35 m²,10 m,3.5 m,"91,43 triệu/m²"
27-07-2020,42 m²,10.2 m,5.2 m,"150,81 triệu/m²"
27-07-2020,35 m²,9 m,4 m,"38,86 triệu/m²"
27-07-2020,32 m²,8 m,3 m,75 triệu/m²
27-07-2020,84 m²,14 m,6 m,"107,14 triệu/m²"
27-07-2020,42 m²,13.5 m,3.8 m,"92,86 triệu/m²"
27-07-2020,43 m²,10 m,4 m,"93,02 triệu/m²"
27-07-2020,31 m²,10 m,3.1 m,"62,9 triệu/m²"
27-07-2020,32 m²,10 m,3.2 m,"55,81 triệu/m²"
27-07-2020,28 m²,7 m,4 m,"121,43 triệu/m²"
27-07-2020,50 m²,6 m,8.2 m,44 triệu/m²
27-07-2020,38 m²,9 m,4 m,"84,21 triệu/m²"
27-07-2020,62 m²,12 m,5 m,"140,32 triệu/m²"
27-07-2020,35 m²,9 m,4 m,"83,43 triệu/m²"
27-07-2020,40 m²,10 m,4 m,"71,25 triệu/m²"
27-07-2020,30 m²,6.8 m,4.4 m,"73,33 triệu/m²"
27-07-2020,32 m²,8 m,4 m,"128,13 triệu/m²"
27-07-2020,55 m²,7 m,8 m,"70,91 triệu/m²"
27-07-2020,85 m²,6 m,15 m,"108,24 triệu/m²"
27-07-2020,35 m²,9 m,4 m,50 triệu/m²
27-07-2020,36 m²,10 m,3 m,"41,94 triệu/m²"
27-07-2020,30 m²,9 m,3.4 m,"71,67 triệu/m²"
27-07-2020,46 m²,9 m,8 m,"119,57 triệu/m²"
27-07-2020,40 m²,8.9 m,4.5 m,"132,5 triệu/m²"
27-07-2020,41 m²,10 m,4 m,"126,83 triệu/m²"
27-07-2020,31 m²,6 m,5 m,"80,65 triệu/m²"
27-07-2020,65 m²,15 m,5 m,"553,85 triệu/m²"
27-07-2020,30 m²,8.5 m,3.5 m,"83,33 triệu/m²"
27-07-2020,28 m²,7 m,4 m,"80,36 triệu/m²"
27-07-2020,40 m²,10 m,4 m,70 triệu/m²
27-07-2020,60 m²,12 m,5 m,230 triệu/m²
27-07-2020,27 m²,4 m,4 m,"103,7 triệu/m²"
27-07-2020,30 m²,6 m,6 m,"78,33 triệu/m²"
27-07-2020,50 m²,13 m,4 m,"133,6 triệu/m²"
27-07-2020,31 m²,8 m,3.8 m,"43,87 triệu/m²"
27-07-2020,30 m²,10 m,3 m,"98,33 triệu/m²"
27-07-2020,68 m²,18 m,4 m,"220,59 triệu/m²"
27-07-2020,46 m²,11.5 m,4 m,100.000 đ/m²
27-07-2020,39 m²,10 m,4 m,"89,74 triệu/m²"
27-07-2020,37 m²,11 m,3.5 m,"63,51 triệu/m²"
27-07-2020,35 m²,11.7 m,3 m,"75,71 triệu/m²"
27-07-2020,35 m²,9 m,4 m,"111,43 triệu/m²"
27-07-2020,42 m²,37.8 m,4.2 m,"92,86 triệu/m²"
27-07-2020,55 m²,11 m,5.1 m,"107,27 triệu/m²"
27-07-2020,33 m²,4 m,4 m,"74,24 triệu/m²"
27-07-2020,43 m²,11 m,4 m,"51,16 triệu/m²"
27-07-2020,35 m²,8 m,4.5 m,"117,14 triệu/m²"
27-07-2020,37 m²,125 m,35 m,"81,08 triệu/m²"
27-07-2020,100 m²,12.5 m,8 m,165 triệu/m²
27-07-2020,45 m²,12 m,3.2 m,"74,44 triệu/m²"
27-07-2020,45 m²,6 m,8 m,"98,89 triệu/m²"
27-07-2020,92 m²,15.4 m,6 m,"141,3 triệu/m²"
27-07-2020,213 m²,16.5 m,13 m,"143,19 triệu/m²"
27-07-2020,44 m²,11 m,4 m,"104,55 triệu/m²"
27-07-2020,33 m²,12 m,2.8 m,"93,94 triệu/m²"
27-07-2020,180 m²,20 m,9 m,"55,56 triệu/m²"
27-07-2020,36 m²,9 m,4 m,"80,56 triệu/m²"
27-07-2020,41 m²,9.2 m,4.4 m,"65,85 triệu/m²"
27-07-2020,35 m²,15 m,3 m,"97,14 triệu/m²"
27-07-2020,35 m²,8 m,4 m,"107,14 triệu/m²"
27-07-2020,55 m²,15 m,3.5 m,140 triệu/m²
27-07-2020,40 m²,10 m,4 m,"92,5 triệu/m²"
27-07-2020,34 m²,9 m,4 m,"110,29 triệu/m²"
27-07-2020,40 m²,10 m,4 m,85 triệu/m²
27-07-2020,32 m²,11 m,3 m,75 triệu/m²
27-07-2020,55 m²,8 m,7 m,"42,73 triệu/m²"
27-07-2020,53 m²,12 m,4.5 m,"199,06 triệu/m²"
27-07-2020,32 m²,11 m,3 m,"100,94 triệu/m²"
27-07-2020,26 m²,10 m,3 m,"21,92 triệu/m²"
27-07-2020,41 m²,10 m,4.2 m,"173,17 triệu/m²"
27-07-2020,123 m²,22 m,6 m,"126,02 triệu/m²"
27-07-2020,60 m²,5 m,12 m,"498,33 triệu/m²"
27-07-2020,45 m²,12 m,4 m,"74,44 triệu/m²"
27-07-2020,42 m²,10.5 m,4 m,"80,95 triệu/m²"
27-07-2020,40 m²,10 m,3.6 m,"63,75 triệu/m²"
27-07-2020,32 m²,9 m,4.2 m,"112,5 triệu/m²"
27-07-2020,35 m²,10 m,3.5 m,"55,71 triệu/m²"
27-07-2020,55 m²,6 m,9 m,40 triệu/m²
27-07-2020,39 m²,11 m,3.6 m,"94,87 triệu/m²"
27-07-2020,46 m²,12 m,3.9 m,"169,57 triệu/m²"
27-07-2020,61 m²,20 m,4 m,"81,97 triệu/m²"
27-07-2020,35 m²,12 m,3 m,"64,29 triệu/m²"
27-07-2020,25 m²,8 m,3.2 m,74 triệu/m²
27-07-2020,105 m²,10.5 m,10 m,"95,24 triệu/m²"
27-07-2020,35 m²,10 m,3.5 m,80 triệu/m²
27-07-2020,40 m²,4 m,4 m,"67,5 triệu/m²"
27-07-2020,38 m²,12 m,3.5 m,"84,21 triệu/m²"
27-07-2020,40 m²,7 m,6 m,"66,25 triệu/m²"
27-07-2020,25 m²,5 m,5 m,84 triệu/m²
27-07-2020,25 m²,5 m,5 m,84 triệu/m²
27-07-2020,35 m²,7 m,5 m,"88,57 triệu/m²"
27-07-2020,30 m²,10 m,3 m,125 triệu/m²
27-07-2020,50 m²,10 m,5 m,170 triệu/m²
27-07-2020,32 m²,8 m,4 m,"124,38 triệu/m²"
27-07-2020,59 m²,11.8 m,5 m,"847,46 triệu/m²"
27-07-2020,47 m²,11 m,4.4 m,"61,7 triệu/m²"
27-07-2020,35 m²,7.4 m,4 m,"102,86 triệu/m²"
27-07-2020,42 m²,10 m,5 m,"66,67 triệu/m²"
27-07-2020,51 m²,10 m,5 m,"70,59 triệu/m²"
27-07-2020,50 m²,10 m,5 m,124 triệu/m²
27-07-2020,50 m²,10 m,5 m,"80,2 triệu/m²"
27-07-2020,161 m²,19 m,8 m,"27,95 triệu/m²"
27-07-2020,30 m²,6.5 m,5 m,"78,33 triệu/m²"
27-07-2020,44 m²,11 m,4 m,"277,27 triệu/m²"
27-07-2020,70 m²,13 m,6.5 m,"122,86 triệu/m²"
27-07-2020,29 m²,7 m,4 m,"77,59 triệu/m²"
27-07-2020,42 m²,42 m,3.5 m,"107,14 triệu/m²"
27-07-2020,40 m²,12 m,3.6 m,95 triệu/m²
27-07-2020,60 m²,8 m,8 m,"483,33 triệu/m²"
27-07-2020,35 m²,12 m,3.5 m,"92,29 triệu/m²"
27-07-2020,40 m²,7.5 m,4.6 m,"52,5 triệu/m²"
27-07-2020,55 m²,11 m,5 m,"85,27 triệu/m²"
27-07-2020,35 m²,35 m,4.5 m,100 triệu/m²
27-07-2020,65 m²,13 m,5 m,"269,23 triệu/m²"
27-07-2020,46 m²,11 m,4 m,"72,83 triệu/m²"
27-07-2020,43 m²,26 m,4 m,"118,6 triệu/m²"
27-07-2020,48 m²,10.25 m,4.75 m,"108,33 triệu/m²"
27-07-2020,70 m²,14 m,5 m,"64,29 triệu/m²"
27-07-2020,30 m²,10 m,3 m,"103,33 triệu/m²"
27-07-2020,50 m²,9.2 m,5.4 m,114 triệu/m²
27-07-2020,44 m²,12.5 m,3.5 m,"97,73 triệu/m²"
27-07-2020,52 m²,9.5 m,5.6 m,"62,5 triệu/m²"
27-07-2020,45 m²,12 m,5 m,"262,22 triệu/m²"
27-07-2020,52 m²,10.5 m,5 m,"317,31 triệu/m²"
27-07-2020,99 m²,16.5 m,6 m,"65,66 triệu/m²"
27-07-2020,45 m²,8 m,5 m,"166,67 triệu/m²"
27-07-2020,33 m²,8 m,4 m,"87,88 triệu/m²"
27-07-2020,25 m²,7 m,3 m,"71,6 triệu/m²"
27-07-2020,32 m²,4 m,4 m,"68,75 triệu/m²"
27-07-2020,33 m²,10.6 m,3.1 m,"109,09 triệu/m²"
27-07-2020,40 m²,10 m,4 m,175 triệu/m²
27-07-2020,25 m²,6 m,4 m,182 triệu/m²
27-07-2020,75 m²,15 m,5 m,400 triệu/m²
27-07-2020,37 m²,12.3 m,3 m,"2,3 triệu/m²"
27-07-2020,45 m²,9 m,5 m,"77,78 triệu/m²"
26-07-2020,34 m²,10 m,3.3 m,"202,94 triệu/m²"
26-07-2020,35 m²,11 m,3.1 m,"94,29 triệu/m²"
26-07-2020,31 m²,10 m,3.1 m,"61,29 triệu/m²"
26-07-2020,31 m²,10 m,3 m,"78,06 triệu/m²"
26-07-2020,36 m²,7 m,5 m,"101,49 triệu/m²"
26-07-2020,63 m²,16 m,4.5 m,"125,4 triệu/m²"
26-07-2020,65 m²,16 m,4 m,"176,92 triệu/m²"
26-07-2020,41 m²,11 m,4 m,"165,85 triệu/m²"
26-07-2020,56 m²,10 m,5.6 m,"139,09 triệu/m²"
26-07-2020,35 m²,10 m,35 m,"128,57 triệu/m²"
26-07-2020,27 m²,5 m,5 m,"96,3 triệu/m²"
26-07-2020,20 m²,5 m,4 m,115 triệu/m²
26-07-2020,30 m²,4 m,4 m,"58,67 triệu/m²"
26-07-2020,63 m²,16 m,4 m,"36,51 triệu/m²"
26-07-2020,32 m²,4 m,4 m,"56,25 triệu/m²"
26-07-2020,32 m²,8 m,4 m,"76,56 triệu/m²"
26-07-2020,40 m²,8 m,5 m,60 triệu/m²
26-07-2020,92 m²,17 m,5.6 m,"94,57 triệu/m²"
26-07-2020,30 m²,7.5 m,4 m,"73,33 triệu/m²"
26-07-2020,50 m²,10 m,5 m,"126,66 triệu/m²"
26-07-2020,42 m²,8 m,5 m,"147,62 triệu/m²"
26-07-2020,45 m²,12 m,4 m,"157,78 triệu/m²"
26-07-2020,55 m²,16.91 m,3.22 m,100 triệu/m²
26-07-2020,50 m²,9 m,4 m,92 triệu/m²
26-07-2020,46 m²,11 m,4 m,"72,83 triệu/m²"
26-07-2020,60 m²,14.2 m,4.2 m,"161,67 triệu/m²"
26-07-2020,23 m²,7 m,3 m,"58,7 triệu/m²"
26-07-2020,65 m²,10 m,7 m,"103,08 triệu/m²"
26-07-2020,26 m²,7 m,3.5 m,"111,54 triệu/m²"
26-07-2020,52 m²,10 m,5 m,"179,81 triệu/m²"
26-07-2020,33 m²,11 m,3 m,"98,48 triệu/m²"
26-07-2020,23 m²,7.5 m,32 m,"55,65 triệu/m²"
26-07-2020,120 m²,16 m,7 m,"129,17 triệu/m²"
26-07-2020,42 m²,7 m,5 m,"83,33 triệu/m²"
26-07-2020,31 m²,8 m,4 m,"164,52 triệu/m²"
26-07-2020,39 m²,9 m,4 m,"74,36 triệu/m²"
26-07-2020,35 m²,9 m,35 m,"62,86 triệu/m²"
26-07-2020,28 m²,8.7 m,3.2 m,"189,29 triệu/m²"
26-07-2020,19 m²,6 m,3.4 m,"71,05 triệu/m²"
26-07-2020,45 m²,4 m,4 m,"66,67 triệu/m²"
26-07-2020,40 m²,9.5 m,4.2 m,40 triệu/m²
